지역,가맹점명,분류,주소,Latitude,Longitude
경기,포크스튜디오,미술,"경기도 부천시 원미구 상동534-6,7 비잔티움상가507호",37.5062882,126.7524932
경기,서울대공원케이블카 (동일삭도㈜),관광지,경기도 과천시 막계동 산 121-2,37.4303567,127.0087963
경기,왕자스튜디오,미술,경기도 과천시 중앙동 40-11 현대빌딩 109호,37.4283853,126.9913332
경기,광명크리스챤서점,도서,경기도 광명시 광명로 891-1 (광명4동),37.4770718,126.8563446
경기,수도관광 광명지점,교통수단,경기도 광명시 가학로 247-24 수도관광(주)(가학로 5필지),37.4037515,126.8736121
경기,크로앙스문고,도서,경기도 광명시 오리로 970,37.4794109,126.8556457
경기,인하서적,도서,경기도 광명시 광명4동 158-791번지 지하1층,37.4790871,126.85394
경기,문방사우,도서,경기도 광명시 광명동 726-4,37.4671825,126.852451
경기,허브모텔,숙박,경기도 광명시 광명동 오리로984번길 43,37.4831865,126.8555746
경기,광명종합터미널(고속),교통수단,경기도 광명시 광명역로 51,37.4165133,126.8849516
경기,한빛서점,도서,경기도 광명시 광복로 56-2,37.4892536,126.8649613
경기,오픈스튜디오,미술,경기도 부천시 원미구 석천로25번길 53 1층,37.4898155,126.756966
경기,경인악기,음악,경기도 부천시 송내대로 14 파인푸르지오 2단지 상가,37.4855875,126.7541889
경기,부천 터미널 소풍,교통수단,경기도 부천시 원미구 송내대로 239,37.5041697,126.7564396
경기,스튜디오 그사이,미술,경기도 부천시 원미구 신흥로 190 103-3202호,37.5011871,126.7772192
경기,경원렌트카(주)부천지점,교통수단,경기도 부천시 부천로 68,37.4902661,126.784416
경기,대성서적,도서,경기도 부천시 원미구 심곡동 168-5 131,37.4862873,126.7834753
경기,매직포토,미술,경기도 부천시 원미구 심곡동 378-1 제2호1층,37.4880298,126.7815395
경기,걸리버서점,도서,경기도 부천시 원미구 춘의동 220-18,37.4995403,126.7846706
경기,(주)영동문고,도서,경기도 광명시 범안로 1050 성보프라자 지하1층 (하안동),37.462147,126.8797268
경기,오베이비스튜디오,미술,경기도 광명시 오리로 105-41,37.4127409,126.8791708
경기,나비포토,미술,경기도 광명시 소하동 903-3번지 2층,37.4377679,126.8797796
경기,일지서적,도서,경기도 광명시 오리로 857 일청빌딩,37.4749051,126.8662052
경기,아이스케치스튜디오,미술,경기도 광명시 오리로 974 2층 (광명3동),37.4801824,126.8569284
경기,재단법인충현문화재단,미술,경기도 광명시 오리로347번길 5-5 (소하동),37.4332989,126.8783739
경기,수모텔,숙박,경기도 광명시 오리로984번길 23,37.4816226,126.8548624
경기,광명역,교통수단,경기도 광명시 일직동 267-2,37.4164917,126.8849508
경기,(주)선경엔씨에스렌트카,교통수단,경기도 광명시 시청로 34 선경프라자 2층,37.4797319,126.8641714
경기,우성서점,도서,경기도 광명시 시청로 139,37.4889696,126.8683217
경기,호텔노블레스,숙박,경기도 광명시 하안1동 171~199 302-3,37.4572788,126.877835
경기,마망스튜디오,미술,경기도 광명시 하안3동36-1 제일빌딩4층 406,,
경기,라인월드(주),여행사,경기도 광명시 하안동 34번지 한일빌딩 206호,,
경기,(재)부천문화재단,공연,경기도 부천시 장말로 107 복사골문화센터,,
경기,지인공방,문화체험,경기도 부천시 신흥로 199 트리플타워c동 1202호,,
경기,장미사진실,미술,경기도 부천시 원미구 장말로 227-3 2층,,
경기,로잔 호텔,숙박,경기도 부천시 원미구 중1동 1159-6,,
경기,스튜디오 끌레,미술,경기도 부천시 원미구 중동 길주로 221 씨티오피스 2층 202호,,
경기,쎄븐칼라,미술,경기도 부천시 원미구 춘의동 135-1,,
경기,부천로보파크((재)부천산업진흥원),미술,경기도 부천시 평천로 655 부천테크노파크4단지 401동 1503호,,
경기,스마트워크,도서,경기도 성남시 분당구 성남대로43번길 10 하나EZ타워 110,,
경기,장영실 서점,도서,경기도 성남시 분당구 돌마로90번길 4 엘레강스프라자1동 지하1층,,
경기,미금문고,도서,경기도 성남시 분당구 돌마로 67 B101,,
경기,으뜸서적,도서,경기도 성남시 분당구 내정로17번길 4-11(금산프라자 120호),,
경기,엔젤포토,미술,경기도 성남시 분당구 돌마로 51 지하1 엔젤홈마트내,,
경기,기독교백화점(경기),도서,경기도 광주시 경안동 14-17,,
경기,피터팬서점,도서,경기도 광주시 경안동 25-3번지 e프라자2층,,
경기,연스튜디오,미술,경기도 광주시 경안동 71-20,,
경기,자유문고광주점,도서,경기도 광주시 경안동 중앙로 115,,
경기,겔러리 모멘트,미술,경기도 광주시 곤지암로 148 현대빌라 A-101 (곤지암리),,
경기,디지탈아이몽스튜디오,미술,경기도 광주시 곤지암읍 곤지암리445-2,,
경기,동원서점,도서,경기도 광주시 곤지암읍 실촌리 산1-1,,
경기,경기도 광주 터미널,교통수단,경기도 광주시 광주대로 30,,
경기,메종뒤샤 스튜디오,미술,경기도 광주시 문형산길 79 (신현리),,
경기,테마모텔,숙박,경기도 광주시 순암로 514 (삼동),,
경기,(주)유진렌트카,교통수단,경기도 광주시 중앙로 13-4,,
경기,제일사진관,미술,경기도 광주시 역동 20-12,,
경기,극단가람,공연,경기도 광주시 오포읍 마루들길 276 대주파크빌1차 A블럭 극단가람,,
경기,숲속의아기,미술,"경기도 광주시 중앙로 84,104호 (역동)",,
경기,우리서점,도서,경기도 성남시 분당구 불정로 219 한솥마을근린상가 지하1층 1107호,,
경기,코털미술재료사,미술,경기도 성남시 분당구 서현로210번길 20 코코프라자 2층,,
경기,세경엔지니어링호텔갤러리,숙박,경기도 성남시 분당구 황새울로 321,,
경기,주식회사 선진항공여행사,여행사,경기도 성남시 분당구 서현동 245~279 255-1 풍림아이원플러스오피스디 1501,,
경기,㈜롯데렌터카 분당영업소,교통수단,경기도 성남시 분당구 서현로 170 풍림아이원플러스 2층 235호,,
경기,스튜디오캠프,미술,경기도 성남시 분당구 서현동 311 미래타운B상가 209,,
경기,반딧불서점,도서,경기도 성남시 분당구 돌마로 481 우성프라자 103,,
경기,한성문고,도서,경기도 성남시 분당구 서현동 불정로376번길 31 효자촌주상복합 604동 604-145,,
경기,백현동 주민자치센터,문화체험,경기도 성남시 분당구 동판교로 21 백현동주민센터,,
경기,이랑,미술,경기도 성남시 분당구 매화로38번길 7 B1,,
경기,드림갤러리,미술,경기도 성남시 분당구 서현로439번길 11,,
경기,미스터포토,미술,경기도 성남시 분당구 분당로53번길 14 306,,
경기,놀숲 분당서현점,도서,경기도 성남시 분당구 분당로53번길 15 (서현동)산호트윈스 지하1층 6~8호,,
경기,이 프로 사진관,미술,경기도 광주시 중앙로 116-1,,
경기,문구백화점,도서,경기도 광주시 중앙로 120 (경안동),,
경기,포토에세이,미술,경기도 광주시 천진암로 1016 (우산리),,
경기,닻미술관(재단법인 닻문화재단),미술,경기도 광주시 초월읍 진새골길 184,,
경기,찍고푼,미술,경기도 구리시 수택동 404-2 지하 1층,,
경기,리맥스스튜디오,미술,경기도 구리시 경춘로 239 103호,,
경기,구리 시외버스정류소,교통수단,구리시 수택동 360,,
경기,유엔아이모텔,숙박,경기도 구리시 교문1동233-25,,
경기,윤사진관,미술,경기도 구리시 교문동 765 대명상가지하,,
경기,레몬스튜디오,미술,경기도 구리시 교문동 807-11,,
경기,온음코리아(온음뮤직),음악,경기도 구리시 벌말로 171 (토평동),,
경기,동원서적,도서,경기도 구리시 수택1동 경춘로 210,,
경기,(주)활기찬중부관광,여행사,경기도 성남시 분당구 성남대로 916번길 11 글라스타워 6층,,
경기,(주)점프투어리즘,여행사,경기도 성남시 분당구 성남대로 934 궁전프라자2 305호,,
경기,스튜디오 어울림,미술,경기도 성남시 분당구 성남대로925번길 16 지하2층 903호,,
경기,코끼리서적,도서,경기도 성남시 분당구 내정로166번길 7-6 코끼리상가지층,,
경기,(주)아가페출판사분당지점,도서,경기도 성남시 분당구 수내동 백현로101번길 17 초림프라자 514~516호,,
경기,성남종합버스터미널(고속),교통수단,경기도 성남시 분당구 야탑동 341,,
경기,코리아코닥 (korea kodak),미술,경기도 성남시 분당구 야탑동 353-5 분당종합상가 107,,
경기,세신칼라,미술,경기도 성남시 분당구 야탑동 367-4 세신옴니코아내1층 137,,
경기,시그마모텔,숙박,경기도 성남시 분당구 야탑동 성남대로916번길 13 시그마호텔,,
경기,호텔에쿠우스,숙박,경기도 성남시 분당구 야탑동366-6,,
경기,스튜디오담,미술,경기도 성남시 분당구 야탑로111번길 11 지층,,
경기,팝콘사진관,미술,경기도 성남시 분당구 야탑로81번길 10 203,,
경기,믿음의 말씀사,도서,경기도 용인시 기흥구 신정로301번길 59,,
경기,(주)중원문고 드림디포점,도서,경기도 성남시 수정구 수정로 150 교보빌딩 지하 1층,,
경기,동양문고,도서,경기도 성남시 분당구 이매동 97-5,,
경기,사실은대단한제작소,미술,경기도 고양시 덕양구 삼원로 38(삼송동),,
경기,경인액자,미술,경기도 부천시 서촌로44번길 11,,
경기,하남시평생학습관(사단법인 하남시민회),문화체험,경기도 하남시 하남대로 732 하남시평생학습관,,
경기,그랜드윈저호텔,숙박,경기도 하남시 하남대로776번길 88 그랜드윈저모텔 (신장동),,
경기,아이누리스튜디오,미술,경기도 화성시 남양읍 남양성지로 121,,
경기,아이스튜디오,미술,경기도 화성시 남여울2길 27 1층,,
경기,화성아트홀((재)화성시문화재단),공연,경기도 화성시 태안로 145 화성시 여성청소년 수련관 화성아트홀,,
경기,주식회사 삼성문고,도서,경기도 화성시 동탄솔빛로 54 엔타워빌딩 지하1층 (반송동),,
경기,우리동네사진관,미술,경기도 화성시 동탄솔빛로 64 108,,
경기,센트럴문고,도서,경기도 화성시 반송동 47-1,,
경기,(주)강남고속관광,여행사,경기도 평택시 이충동 463-7,,
경기,세종문고,도서,경기도 평택시 송탄로 69-6,,
경기,GN스튜디오,미술,경기도 평택시 잔다리1길 36,,
경기,복음서림,도서,경기도 평택시 조개터로 25번길 51 (합정동),,
경기,스튜디오 삼성,미술,경기도 평택시 중앙로 39,,
경기,문리버스튜디오,미술,경기도 평택시 지산1로 17-4,,
경기,우리서점(우리문구백화점),도서,경기도 평택시 지산동 756-23,,
경기,엠모텔,숙박,경기도 평택시 지산동 809-1 엠모텔,,
경기,피비포토,미술,경기도 평택시 지산동 지산로 67-1,,
경기,드림북,도서,경기도 평택시 지제동 77-1 상가1층,,
경기,놀숲 송탄점,도서,경기도 평택시 특구로 10 (서정동),,
경기,헬로포토,미술,경기도 평택시 평택2로 11-1,,
경기,소리창고,음악,경기도 평택시 평택동 46-17,,
경기,평택공용버스터미널,교통수단,경기도 평택시 평택동 185-245,,
경기,평택고속버스터미널(고속),교통수단,경기도 평택시 평택동 55-5,,
경기,레몬모텔,숙박,경기도 평택시 포승읍 627-7,,
경기,스타일포토,미술,경기도 화성시 동탄순환대로697 비전프라자 3층,,
경기,둘리문고,도서,경기도 화성시 병점동 348-2,,
경기,포토나인,미술,경기도 화성시 병점동 845-2 한마음프라자 2층 205호,,
경기,병점기독교백화점,도서,경기도 화성시 병점동 경기대로 990 SK뷰 상가 2층,,
경기,또래도서할인매장,도서,경기도 화성시 병점동844-1 씨네샤르망A동301,,
경기,주식회사새롬관광,교통수단,경기도 화성시 봉담읍 수기리 6-12,,
경기,협성대 구내서점,도서,경기도 화성시 봉담읍 최루백로 72 협성대학교 구본관동,,
경기,재능나눔 사회적협동조합,공연,"경기도 화성시 봉담읍 최루백로 72, 협성대학교 산학협력관 101-2호",,
경기,덕산스포텔,숙박,경기도 화성시 봉담읍덕리 391,,
경기,똑소리문화센타,문화체험,경기도 화성시 삼성1로 140,,
경기,제부비치랜드,관광지,경기도 화성시 서신면 190-131,,
경기,신성민박,숙박,경기도 화성시 서신면 제부리190-113,,
경기,경기 화성 궁평리 정보화마을,관광지,경기도 화성시 서신면 궁평항로 1069-11,,
경기,별빛사랑채펜션,숙박,경기도 화성시 송산면 고포리800-1,,
경기,벨라지오호텔(두림호텔주식회사),숙박,경기도 평택시 포승읍 여술1길 5,,
경기,기독교백화점 동방박사,도서,"경기도 평택시 합정동752-7, 3층",,
경기,평택호자동차극장,영상,경기도 평택시 현덕면 평택호길 159,,
경기,대진 사진관,미술,경기도 포천시 선단동 호국로1004,,
경기,대진대학구내서점,도서,경기도 포천시 선단동 11-1,,
경기,광릉수목원자동차극장,영상,경기도 포천시 소흘읍 죽엽산로 613,,
경기,목화장여관,숙박,경기도 포천시 소흘읍 송우로 16 (송우리),,
경기,호수궁전,숙박,경기도 포천시 소흘읍 죽엽산로 426-15 (고모리),,
경기,포토라인,미술,경기도 포천시 소흘읍송우리 184-2,,
경기,어메이징파크((주)코라싸이언스월드),관광지,경기도 포천시 신북면 탑신로 860,,
경기,허브아일랜드,관광지,경기도 포천시 신북면 청신로947번길 35,,
경기,신북온천(주),관광지,경기도 포천시 신북면 청신로 571 (덕둔리),,
경기,청운서림,도서,경기도 포천시 포천로1581,,
경기,제이모텔,숙박,경기도 포천시 신읍동 30-5,,
경기,포천 시외버스 정류소,교통수단,경기도 포천시 신읍동 42-11,,
경기,(주) 태진관광여행사,교통수단,경기도 화성시 안녕동 188-313,,
경기,㈜발안스파비스,관광지,경기도 화성시 장안면 황골길 56-1,,
경기,기억하고싶은날엔,미술,경기도 화성시 진안동 914-5 나라프라자101호,,
경기,주식회사 공신관광여행사,여행사,경기도 화성시 태안로 385-16 (황계동),,
경기,주식회사율암센타(하피랜드),관광지,경기도 화성시 팔탄면 시청로 888 (율암리),,
경기,율암온천,관광지,경기도 화성시 팔탄면 온천로 434-14 (율암리),,
경기,세화호텔,숙박,경기도 화성시 팔탄면덕천리121-1,,
경기,월드북문고,도서,경기도 화성시 향남읍 행정리 487-8 우성메디피아 204,,
경기,향남 환승 터미널,교통수단,경기도 화성시 향남읍 행정리 472-1,,
경기,발안스튜디오,미술,경기도 화성시 향남읍 평리 109-5,,
경기,대호관광,여행사,경기도 화성시 향남읍 삼천병마로 195 하나투어 발안점,,
경기,놀숲 화성병점점,도서,경기도 화성시 효행로 1018 (진안동) 외1필지 다성빌딩 2층,,
경기,길이열리는서점,도서,"경기도 화성시 효행로 1059 205호(진안동,미래프라자)",,
경기,유진칼라,미술,경기도 포천시 신읍동43-33,,
경기,운천터미널매표소,교통수단,경기도 포천시 영북면 운천2리 512-30,,
경기,숲펜션,숙박,경기도 포천시 영중면 물안2길 48,,
경기,진기획,미술,경기도 포천시 왕방로 159 유한아파트 103-1301 (신읍동),,
경기,일동 버스터미널,교통수단,경기도 포천시 일동면 기산리 91-19,,
경기,일동제일유황온천,관광지,경기도 포천시 일동면 화동로 1210 (화대리),,
경기,현대사진,미술,경기도 포천시 중앙로 118,,
경기,이솝포토,미술,경기도 포천시 중앙로 121,,
경기,이산스튜디오,미술,경기도 하남시 대청로 33 3층,,
경기,자유문고 하남점,도서,경기도 하남시 덕풍동 419-17,,
경기,한고서적(미사점),도서,경기도 하남시 미사강변북로 30번길 101(망월동),,
경기,호텔연,숙박,경기도 하남시 신장동 519-10,,
경기,하남문고,도서,경기도 하남시 신장동 대청로 29 대신증권 대유빌딩 지하 1층,,
경기,하남 시외버스 터미널,교통수단,경기도 하남시 창우동 224-1 하남터미널 1층,,
경기,하수민 한복연구소(태영상사),문화체험,경기도 파주시 중앙로 251번지 청암빌딩 2층,,
경기,봉이모스튜디오,미술,"경기도 성남시 수정구 위례광장로 41, 3층 303호(창곡동,지엠프라자)",,
경기,삼천리자전거 덕소점,체육용품,경기도 남양주시 와부읍 덕소리 512-5,,
경기,놀숲 일산웨스턴돔점,도서,경기도 고양시 일산동구 정발산로 27 진원프라자 3층,,
경기,삼천리자전거 배곧점,체육용품,경기도 시흥시 배곧전원로 14-1,,
경기,아이로다,미술,"경기도 고양시 일산동구 일산로 394번길 37-5, 1층(정발산동)",,
경기,Q1당구장,체육시설,"경기도 의정부시 평화로 174,2층(호원동,영지빌딩)",,
경기,피트니스플래닛,체육시설,"경기도 의정부시 신흥로 254,5층",,
경기,삼천리자전거 미사점,체육용품,"경기도 하남시 미사강변한강로 138 101호,102호",,
경기,삼천리자전거 문산점,체육용품,경기도 파주시 문산읍 독산로 38,,
경기,삼천리자전거 운정점,체육용품,경기도 파주시 심학산로 594 532(상가)동 101호,,
경기,강경렌트카 주식회사,교통수단,경기도 수원시 권선구 덕영대로 960 1층(세류동),,
경기,다모아(영아트),도서,"경기도 광명시 도덕로38번길13, 103호(광명동,명보빌라상가)",,
경기,사진마을,미술,"경기도 수원시 장안구 금당로 14번길 23,2층",,
경기,삼천리자전거 효원MTB,체육용품,경기도 수원시 영통구 덕영대로 1525,,
경기,삼천리자전거 옥길점,체육용품,경기도 부천시 옥길로 169,,
경기,삼천리자전거 서정리역점,체육용품,경기도 평택시 서정역로25번길 8-5,,
경기,서광문고,도서,경기도 광명시 철산로 21 광명빌딩 지층,,
경기,코코악기,음악,경기도 성남시 분당구 서현로 210번길 20 코코프라자,,
경기,테라스엔별이,숙박,경기도 가평군 상면 수목원로 279-17 테라스앤별이,,
경기,한일레코드,음악,"경기도 수원시 팔달구 팔달문로4번길 18, 1층 125호",,
경기,놀숲 광명소하점,도서,경기도 광명시 소하로 78 5층,,
경기,용문스포츠,체육용품,"경기도 안산시 단원구 고잔동 다리간 3길 28,1층",,
경기,수원악기,음악,경기도 수원시 팔달구 효원로 269 에스팝타워 2층,,
경기,대용악기,음악,경기도 양주시 은현면 은현로 431-3,,
경기,퍼펙트볼&펍,체육시설,경기도 용인시 처인구 금령로 86 4층,,
경기,이영식사진관,미술,경기도 파주시 문산읍 문산역로139,,
경기,정원볼링센터,체육시설,경기도 수원시 팔달구 중부대로 177 지하2층,,
경기,하늘탁구클럽,체육시설,경기도 시흥시 은행로173번길 15 601호,,
경기,더존볼링장,체육시설,경기도 시흥시 정왕동 1745-3 3층,,
경기,에이스볼링장,체육시설,경기도 안산시 단원구 선부광장1로 82 601,,
경기,이보스포츠(EVO SPORTS),체육시설,경기도 안산시 단원구 첨단로 644 .,,
경기,동산수영장,체육시설,경기도 안산시 본오1동 968-1,,
경기,주식회사 뷰,체육시설,경기도 안산시 상록구 광덕1로 355 (이동) 201-208.135호,,
경기,골드승마클럽,체육시설,경기도 안산시 상록구 수인로 895-1,,
경기,다농볼링장,체육시설,경기도 안산시 상록구 예술광장로 1 901,,
경기,세계승마클럽,체육시설,경기도 안산시 상록구 장하동 45,,
경기,삼성어린이수영장,체육시설,경기도 안성시 공도읍 정봉길 109,,
경기,용강볼링쎈타,체육시설,경기도 안성시 죽산면 죽산리 435-2 301,,
경기,오렌지스포츠센터,체육시설,경기도 안양시 동안구 관양동 1586한가람한양아파트지하층5호,,
경기,키즈블루,체육시설,경기도 안양시 동안구 귀인로 294 105호(아파트상가가동지층),,
경기,이민노탁구센터,체육시설,경기도 안양시 동안구 평촌대로 139 지하1층,,
경기,하미용 탁구교실,체육시설,경기도 안양시 만안구 삼덕로 86 2층,,
경기,마스타승마클럽,체육시설,경기도 안양시 만안구 삼덕로6번길 11 (안양동),,
경기,경동 락 볼링장,체육시설,"경기도 양주시 고읍남로 13 4,5층 광사동,가든프라자",,
경기,백석볼링장,체육시설,경기도 양주시 백석읍 꿈나무로 200,,
경기,신흥수영장,체육시설,경기도 양주시 장흥면 일영리 산 17-1,,
경기,오림피아캠핑장,관광지,경기도 양주시 장흥면 호국로 176-16,,
경기,로얄수영장,체육시설,경기도 양주시 장흥면 호국로 576-17 .,,
경기,드림하이볼링장,체육시설,경기도 용인시 기흥구 강남로 3 7층 701호 강남앤플러스,,
경기,써브마린,체육시설,"경기도 용인시 기흥구 구성로 357 E동 지하2층 G-E202, G-E203, G-E204",,
경기,즐거운탁구클럽,체육시설,경기도 용인시 기흥구 금화로 107,,
경기,스마트 탁구클럽,체육시설,"경기도 용인시 기흥구 동백3로11번길 18 로뎀빌딩 502,503호",,
경기,주식회사 신갈승마클럽,체육시설,경기도 용인시 기흥구 지삼로 197,,
경기,김기택 탁구클럽,체육시설,경기도 용인시 수지구 신봉1로 62 503 (엘지플라자제5층),,
경기,봄봄탁구클럽,체육시설,"경기도 용인시 수지구 현암로 159 에코프라자 7층 701,702호",,
경기,인정볼링장,체육시설,경기도 용인시 처인구 금어로 2 501호,,
경기,연세승마클럽,체육시설,경기도 용인시 처인구 모현면 동림리 330-5,,
경기,인덕원승마클럽,체육시설,경기도 의왕시 봇들4길 13-12,,
경기,플레이 키즈 스윙,체육시설,경기도 의왕시 흥안대로434번길86 비101호,,
경기,신곡탁구장,체육시설,경기도 의정부시 경의로 192 3층,,
경기,튼튼체육사,체육용품,경기도 파주시 명동길 75(금촌동),,
경기,센트럴스포츠,체육용품,경기도 화성시 반송동 62-7번지 1층,,
경기,안성영창피아노,음악,경기도 안성시 대덕면 중앙로23,,
경기,원음악기,음악,경기도 김포시 하성면 원통로78번길 13,,
경기,삼천리자전거 만안구청점,체육용품,경기도 안양시 만안구 안양로 158,,
경기,삼천리자전거 산본역점,체육용품,"경기도 군포시 번영로 514, 102호",,
경기,자이언트 수원알파,체육용품,경기도 수원시 영통구 봉영로 1605 모던타운,,
경기,삼천리자전거 권선중앙점,체육용품,경기도 수원시 권선구 권중로 70,,
경기,삼천리자전거 지동점,체육용품,경기도 수원시 팔달구 중부대로 65,,
경기,삼천리자전거 향남점,체육용품,경기도 화성시 향남읍 행정서로1길 6,,
경기,삼천리자전거 장당점,체육용품,경기도 평택시 송탄로40번길 79-6 우미프라자 103호,,
경기,서울승마클럽,체육시설,경기도 의정부시 동일로192번길 28-29 (장암동),,
경기,첼린저 볼링장,체육시설,"경기도 의정부시 용민로 110 외2필지민락동상가601,701호",,
경기,민락TOP볼링센터,체육시설,경기도 의정부시 용민로 192 6층 601~608,,
경기,그랑프리탁구장,체육시설,"경기도 의정부시 청사로47번길 12 제8층 제801호, 제802호 (금호동 성산타워)",,
경기,태영우리볼링장,체육시설,경기도 의정부시 호국로1298번길 55 지하층비01호 -비25호,,
경기,미란다볼링장,체육시설,경기도 이천시 중리천로115번길 45 지하1층 안흥동,,
경기,아미가어린이스포츠센타,체육시설,경기도 파주시 동서대로 700,,
경기,이수진승마클럽,체육시설,경기도 파주시 월롱면 덕은리 105-4,,
경기,교하에이스탁구,체육시설,경기도 파주시 청석로 256 9층,,
경기,로얄볼링센터,체육시설,경기도 평택시 안중읍 서동대로 1455 지2층,,
경기,비전락볼링클럽,체육시설,경기도 평택시 평택1로 48 지하1층 비전빌딩내,,
경기,주식회사 신우,체육시설,경기도 평택시 평택로 197-2,,
경기,경기승마훈련원,체육시설,경기도 포천시 내촌면 마명리 156,,
경기,(주)강남스포렉스,체육시설,경기도 포천시 소흘읍 솔모루로 124-18,,
경기,포천제일볼링장,체육시설,경기도 포천시 원앙로 18 3층,,
경기,포천탁구클럽,체육시설,경기도 포천시 중앙로197번길 17,,
경기,(주)블루키즈어린이수영장,체육시설,경기도 하남시 덕풍북로 22 2층,,
경기,해성탁구클럽,체육시설,경기도 화성시 동탄지성로 125,,
경기,삼천리자전거 중리점,체육용품,"경기도 이천시 남천로 13, 1층 101호",,
경기,삼천리자전거 제일점,체육용품,경기도 이천시 애련정로 92,,
경기,삼천리자전거 하남동부점,체육용품,경기도 하남시 대청로50 한신상가34,,
경기,삼천리자전거 탄벌점,체육용품,경기도 광주시 통미로 88,,
경기,삼천리자전거 의정부무학점,체육용품,경기도 의정부시 호국로 1297,,
경기,삼천리자전거 한국MTB,체육용품,경기도 동두천시 평화로 2313번길 1,,
경기,삼천리자전거 생연점,체육용품,경기도 동두천시 평화로 2475-1,,
경기,삼천리자전거 포천점,체육용품,경기도 포천시 왕방로 215,,
경기,삼천리자전거 만가대사거리점,체육용품,경기도 의정부시 송산로1161번길 64,,
경기,삼천리자전거 의정부2동점,체육용품,경기도 의정부시 경의로 92,,
경기,삼천리자전거 덕정점,체육용품,경기도 양주시 독바위로5,,
경기,삼천리자전거 관산점,체육용품,경기도 고양시 덕양구 통일로 752,,
경기,삼천리자전거 마두점,체육용품,경기도 고양시 일산동구 강촌로 157 서울코아B/D,,
경기,삼천리자전거 봉일천점,체육용품,경기도 파주시 고봉로 1027,,
경기,삼천리자전거 문촌점,체육용품,경기도 고양시 일산서구 주엽로 158 문촌주공9단지 102,,
경기,삼천리자전거 능곡점,체육용품,경기도 고양시 덕양구 호수로 3,,
경기,삼천리자전거 일산한양점,체육용품,경기도 고양시 일산서구 후곡로 36 한양금호아파트상가 104,,
경기,삼천리자전거 장항점,체육용품,경기도 고양시 일산동구 장항로 313-4,,
경기,삼천리자전거 중동본점,체육용품,경기도 부천시 부흥로 206,,
경기,삼천리자전거 괴안점,체육용품,경기도 부천시 경인로 557,,
경기,이광철탁구클럽,체육시설,"경기도 화성시 병점로 47-2 402호, 하은빌딩",,
경기,에스아이레포츠 주식회사,체육시설,경기도 화성시 봉담읍 동화새터길 45-4 2층,,
경기,케이플(K-Pool),체육시설,경기도 화성시 봉담읍 삼천병마로 1315 b101호,,
경기,봉담볼링장,체육시설,"경기도 화성시 봉담읍 샘마을길 39 (상리11-4,11-50)",,
경기,주식회사 삼성볼링,체육시설,경기도 화성시 진안동 914-1 메인프라자 1006,,
경기,삼천리자전거 장현점,체육용품,경기도 남양주시 진접읍 장현로 65-1,,
경기,삼천리자전거 한솔바이크점,체육용품,경기도 구리시 검배로 113,,
경기,삼천리자전거 별내쌍용점,체육용품,"경기도 남양주시 별내5로5번길 45, 101호",,
경기,삼천리자전거 평내점,체육용품,경기도 남양주시 경춘로1286번길14 1층상가,,
경기,삼천리자전거 동산MTB,체육용품,경기도 화성시 동화길 42,,
경기,삼천리자전거 사2동점,체육용품,경기도 안산시 상록구 초당로 41,,
경기,인덕자전거,체육용품,경기도 안산시 상록구 예술광장로 1 다농마트 인덕자전거,,
경기,삼천리자전거 화서점,체육용품,경기도 수원시 팔달구 동말로 57 청송빌딩 1층,,
경기,삼천리자전거 북문점,체육용품,경기도 수원시 장안구 수성로 297 102호,,
경기,삼천리자전거 정자점,체육용품,경기도 수원시 장안구 정자천로 175,,
경기,수원MTB,체육용품,경기도 수원시 영통구 권선로 814,,
경기,삼천리자전거 아주대점,체육용품,경기도 수원시 영통구 중부대로 278,,
경기,삼천리자전거 고촌점,체육용품,경기도 김포시 김포대로 343,,
경기,삼천리자전거 김포장기점,체육용품,경기도 김포시 김포한강1로78번길 61-48,,
경기,삼천리자전거 의왕점,체육용품,경기도 의왕시 효행로56,,
경기,삼천리자전거 평촌점,체육용품,경기도 안양시 동안구 평촌동 포일로 8,,
경기,삼천리자전거 웰-바이크매화점,체육용품,경기도 시흥시 매화로 143 에이스상가 106호,,
경기,삼천리자전거 시흥점,체육용품,경기도 시흥시 정왕대로233번길 28 1층,,
경기,삼천리자전거 소하MTB점,체육용품,경기도 광명시 소하동 34-30 102호,,
경기,삼천리자전거 파주운정점,체육용품,경기도 파주시 와석순환로 380 1-106,,
경기,삼천리자전거 인봉점,체육용품,경기도 화성시 향남읍 한절이1길 29-1,,
경기,삼천리자전거 장기초당점,체육용품,경기도 김포시 김포한강2로 88,,
경기,삼천리자전거 장암점,체육용품,경기도 의정부시 발곡로 34 장암프라자 104호,,
경기,탄현당구클럽,체육시설,경기도 고양시 일산서구 일현로 43 5층 (탄현로),,
경기,월드당구클럽,체육시설,"경기도 고양시 덕양구 권율대로 896-10 3층,301~304호",,
경기,월드컵당구장,체육시설,경기도 고양시 덕양구 주교동 원당로125번길5 3층,,
경기,탑당구클럽,체육시설,"경기도 고양시 일산동구 일산로 250 501,502,503호(마두동,일송빌딩)",,
경기,나래당구클럽,체육시설,경기도 고양시 덕양구 서삼릉길 337 1층,,
경기,탑당구장,체육시설,"경기도 고양시 덕양구 충장로 118-23 3층 303,034호",,
경기,썬당구클럽,체육시설,"경기도 고양시 덕양구 도래울로 103 401,402호 대영프라자",,
